price,likes,tips,photos,ratingSignals,rating,Restaurant_Class
1,79.0,9,26,97.0,8.5,1
1,73.0,10,141,95.0,7.9,1
1,4.0,2,55,4.0,7.8,1
2,15.0,1,43,19.0,7.8,1
1,17.0,8,30,25.0,7.5,1
1,10.0,0,22,12.0,7.7,1
1,8.0,0,1,9.0,7.9,1
2,1.0,0,3,1.0,7.9,1
1,9.0,4,32,9.0,8.3,1
1,4.0,3,3,6.0,7.6,1
1,19.0,8,37,26.0,7.0,1
2,0.0,0,1,0.0,8.0,1
1,41.0,5,45,47.0,8.2,1
1,145.0,43,212,178.0,8.4,1
1,336.0,32,90,368.0,9.3,1
1,32.0,10,4,37.0,8.2,1
1,49.0,0,41,57.0,8.6,1
1,19.0,12,5,26.0,7.3,1
1,36.0,3,38,38.0,9.0,1
2,162.0,48,107,231.0,7.6,1
2,94.0,23,33,111.0,8.7,1
1,24.0,4,16,29.0,8.5,1
1,12.0,2,12,20.0,6.4,1
1,25.0,2,10,29.0,8.1,1
1,2.0,3,14,5.0,6.4,1
1,36.0,15,9,50.0,6.8,1
1,32.0,2,4,38.0,7.6,1
1,15.0,3,4,19.0,8.0,1
2,12.0,1,17,13.0,8.5,1
2,8.0,1,3,8.0,8.1,1
1,9.0,0,4,13.0,6.9,1
1,12.0,7,13,21.0,5.9,1
1,5.0,5,8,11.0,5.5,1
1,8.0,2,6,12.0,6.2,1
2,6.0,1,0,8.0,7.2,1
1,10.0,0,3,15.0,6.9,1
1,20.0,3,13,31.0,6.8,1
1,20.0,3,16,26.0,7.5,1
2,5.0,2,1,9.0,6.2,1
1,19.0,2,4,29.0,6.5,1
1,31.0,6,17,37.0,7.8,1
1,8.0,8,4,11.0,8.0,1
1,14.0,5,5,17.0,8.2,1
1,12.0,3,1,19.0,6.0,1
1,65.0,6,33,70.0,9.2,1
1,1.0,1,1,2.0,6.8,1
1,49.0,10,74,67.0,7.5,1
2,9.0,0,6,10.0,8.1,1
1,6.0,0,2,10.0,6.1,1
1,8.0,0,5,8.0,7.9,1
2,5.0,0,1,9.0,6.8,1
1,22.0,0,4,30.0,7.6,1
1,8.0,1,0,10.0,7.1,1
1,16.0,1,4,16.0,8.7,1
1,57.0,14,14,72.0,8.1,1
1,8.0,0,0,10.0,7.4,1
1,73.0,10,24,104.0,7.4,1
3,16.0,5,12,25.0,6.4,1
2,15.0,8,37,22.0,6.6,1
1,1.0,0,2,1.0,7.7,1
2,99.0,16,23,113.0,9.0,1
1,16.0,5,9,23.0,6.7,1
1,22.0,30,12,29.0,8.1,1
2,9.0,0,2,12.0,6.9,1
1,115.0,15,66,159.0,7.9,1
1,74.0,19,126,86.0,9.0,1
1,52.0,6,12,62.0,8.4,1
2,27.0,6,28,33.0,8.0,1
2,33.0,6,7,51.0,6.8,1
2,5.0,0,2,9.0,6.2,1
1,5.0,3,3,9.0,6.0,1
2,13.0,6,9,17.0,7.5,1
1,15.0,2,9,21.0,7.1,1
2,60.0,28,102,83.0,8.2,1
1,34.0,3,41,38.0,9.0,1
1,6.0,0,1,6.0,7.8,1
1,13.0,3,30,14.0,8.1,1
1,8.0,3,12,12.0,7.6,1
1,57.0,18,44,69.0,8.2,1
1,3.0,1,3,4.0,7.7,1
1,6.0,1,3,8.0,6.9,1
1,147.0,23,100,196.0,8.1,1
1,262.0,19,237,308.0,8.8,1
1,10.0,2,4,13.0,7.3,1
1,13.0,2,10,19.0,6.2,1
1,11.0,0,13,15.0,7.4,1
2,18.0,7,12,34.0,6.5,1
1,21.0,3,16,33.0,6.7,1
1,22.0,2,7,37.0,6.4,1
2,28.0,3,6,42.0,6.7,1
1,8.0,0,7,9.0,7.8,1
1,7.0,2,1,9.0,7.7,1
1,8.0,3,21,17.0,5.8,1
1,61.0,11,60,81.0,7.8,1
1,21.0,0,10,30.0,7.1,1
1,26.0,3,13,46.0,5.8,1
1,0.0,1,6,0.0,7.9,1
1,128.0,68,137,157.0,8.9,1
1,12.0,5,13,15.0,8.6,1
2,7.0,1,2,10.0,7.2,1
2,40.0,4,5,48.0,8.2,1
2,8.0,0,5,12.0,6.9,1
1,2.0,1,2,5.0,6.7,1
1,12.0,1,6,18.0,7.0,1
1,31.0,14,14,39.0,8.0,1
1,7.0,4,0,9.0,6.5,1
2,21.0,4,3,32.0,6.8,1
2,13.0,0,2,19.0,7.0,1
2,12.0,6,1,17.0,6.5,1
2,8.0,1,9,9.0,7.9,1
1,13.0,0,4,15.0,8.0,1
1,19.0,3,5,27.0,7.1,1
1,19.0,4,22,25.0,6.9,1
2,7.0,6,17,17.0,5.2,1
2,3.0,2,0,9.0,5.2,1
1,68.0,8,32,94.0,7.6,1
2,38.0,14,30,60.0,7.2,1
1,6.0,1,8,11.0,6.3,1
1,14.0,5,15,20.0,7.4,1
1,17.0,2,17,28.0,6.5,1
