price,likes,tips,photos,ratingSignals,rating,Restaurant_Class
2,6.0,1,9,9.0,6.7,1
1,12.0,2,17,17.0,7.0,1
1,20.0,5,17,30.0,6.9,1
1,48.0,5,16,63.0,7.4,1
2,32.0,8,10,46.0,6.8,1
1,29.0,3,25,38.0,7.0,1
2,5.0,2,5,8.0,6.8,1
1,74.0,11,71,123.0,9.3,1
2,8.0,0,17,11.0,7.2,1
1,92.0,24,27,120.0,7.9,1
3,29.0,6,15,45.0,6.6,1
1,28.0,6,23,33.0,8.2,1
1,11.0,2,3,16.0,6.9,1
2,55.0,8,16,64.0,8.0,1
1,9.0,0,2,13.0,6.5,1
1,286.0,24,243,340.0,8.6,1
2,44.0,6,5,60.0,7.6,1
1,28.0,3,20,50.0,6.3,1
1,38.0,16,66,50.0,8.6,1
1,18.0,10,65,28.0,7.2,1
1,10.0,1,53,11.0,8.0,1
1,8.0,1,5,9.0,7.5,1
1,0.0,0,4,0.0,8.3,1
1,8.0,2,3,10.0,7.9,1
1,6.0,2,32,14.0,5.6,1
1,7.0,2,4,8.0,7.5,1
1,11.0,1,27,11.0,8.5,1
1,36.0,3,12,50.0,7.7,1
1,57.0,2,24,69.0,8.3,1
1,47.0,6,20,59.0,8.1,1
1,20.0,2,9,27.0,6.8,1
1,6.0,1,5,8.0,7.1,1
2,6.0,1,5,9.0,6.9,1
1,5.0,0,2,6.0,7.2,1
1,0.0,0,0,0.0,8.4,1
1,117.0,82,73,164.0,8.4,1
1,8.0,1,6,8.0,7.7,1
1,19.0,4,14,27.0,7.2,1
1,17.0,2,10,28.0,6.3,1
2,93.0,10,54,128.0,7.6,1
2,13.0,0,9,20.0,6.7,1
1,71.0,7,76,98.0,7.8,1
1,18.0,1,8,22.0,8.2,1
1,3.0,2,0,6.0,6.8,1
1,45.0,14,119,60.0,8.2,1
2,7.0,0,2,10.0,7.2,1
2,4.0,0,3,8.0,5.9,1
1,10.0,1,13,12.0,7.6,1
1,60.0,10,89,75.0,8.1,1
1,5.0,0,24,8.0,7.0,1
1,80.0,25,469,102.0,8.4,1
1,13.0,3,13,23.0,5.7,1
2,6.0,2,10,10.0,6.0,1
1,23.0,10,12,31.0,7.9,1
1,34.0,45,16,52.0,8.2,1
1,75.0,93,40,102.0,8.0,1
1,178.0,31,194,205.0,8.9,1
1,77.0,25,95,101.0,7.6,1
1,55.0,8,62,79.0,7.3,1
1,78.0,11,176,98.0,8.4,1
1,9.0,3,18,12.0,6.8,1
3,21.0,10,15,39.0,5.5,1
1,9.0,2,16,15.0,6.2,1
1,16.0,3,24,21.0,6.9,1
1,108.0,29,228,147.0,7.8,1
1,12.0,2,3,22.0,6.3,1
1,2.0,1,4,3.0,6.9,1
1,2.0,1,0,3.0,6.6,1
1,42.0,2,24,54.0,8.1,1
1,7.0,1,14,9.0,7.4,1
1,9.0,2,14,14.0,6.5,1
1,2.0,0,2,2.0,7.6,1
2,5.0,1,3,10.0,6.1,1
1,36.0,6,45,53.0,7.3,1
1,81.0,9,89,106.0,7.9,1
1,54.0,14,81,72.0,8.3,1
1,12.0,0,2,16.0,7.2,1
1,7.0,4,8,13.0,7.0,1
1,6.0,3,7,8.0,7.2,1
2,20.0,8,22,29.0,7.1,1
1,6.0,0,6,6.0,7.8,1
2,8.0,2,4,8.0,8.3,1
1,72.0,16,31,88.0,8.4,1
1,34.0,1,12,40.0,8.6,1
2,119.0,29,74,137.0,9.0,1
2,34.0,14,29,62.0,6.3,1
1,16.0,0,6,22.0,7.4,1
2,11.0,2,15,14.0,7.1,1
1,29.0,4,7,34.0,7.9,1
1,10.0,0,3,17.0,7.2,1
1,5.0,0,11,8.0,6.2,1
1,133.0,28,79,168.0,8.1,1
1,184.0,46,162,234.0,8.0,1
1,11.0,1,6,12.0,7.5,1
1,45.0,7,33,53.0,8.4,1
1,9.0,2,2,17.0,5.8,1
1,1.0,0,3,1.0,7.2,1
1,10.0,1,4,15.0,6.2,1
1,7.0,1,1,10.0,7.1,1
1,8.0,3,5,10.0,7.5,1
2,14.0,0,4,18.0,7.6,1
2,19.0,5,4,22.0,7.9,1
1,18.0,0,4,23.0,7.6,1
1,14.0,4,17,20.0,7.4,1
1,9.0,0,4,17.0,6.3,1
1,19.0,1,12,23.0,7.7,1
1,6.0,0,5,9.0,6.2,1
1,36.0,15,97,46.0,8.1,1
1,8.0,3,6,11.0,7.3,1
1,37.0,7,9,51.0,7.3,1
1,10.0,0,0,10.0,8.4,1
1,13.0,1,6,14.0,8.4,1
1,7.0,1,26,8.0,7.9,1
2,5.0,4,5,11.0,5.9,1
1,11.0,0,7,12.0,8.2,1
1,113.0,22,94,135.0,8.5,1
1,39.0,4,11,50.0,7.7,1
2,59.0,15,27,75.0,8.3,1
1,19.0,10,12,28.0,7.4,1
2,17.0,7,14,21.0,7.7,1
2,7.0,2,2,10.0,7.4,1
1,43.0,3,111,50.0,8.5,1
1,19.0,4,11,30.0,6.5,1
2,7.0,1,7,9.0,7.5,1
1,19.0,1,1,23.0,7.8,1
1,8.0,1,1,14.0,6.4,1
1,9.0,2,1,14.0,6.5,1
3,9.0,2,8,10.0,7.6,1
1,23.0,1,3,29.0,7.2,1
1,30.0,9,7,38.0,8.2,1
1,21.0,4,11,28.0,7.6,1
1,20.0,3,5,27.0,8.2,1
1,21.0,2,6,40.0,5.8,1
1,22.0,3,6,32.0,7.0,1
1,66.0,7,30,92.0,7.5,1
2,17.0,10,18,19.0,8.2,1
1,13.0,2,37,20.0,6.6,1
1,9.0,2,5,11.0,7.4,1
1,4.0,1,4,10.0,5.3,1
1,13.0,1,10,14.0,7.7,1
1,12.0,4,15,13.0,8.3,1
2,22.0,10,13,30.0,7.7,1
1,36.0,3,9,48.0,7.4,1
1,13.0,4,4,13.0,8.2,1
2,15.0,3,7,19.0,7.6,1
1,5.0,1,10,9.0,6.2,1
1,7.0,1,2,13.0,6.0,1
1,11.0,1,18,14.0,7.5,1
3,6.0,1,1,9.0,6.7,1
1,12.0,2,9,16.0,7.9,1
1,0.0,0,2,0.0,8.3,1
2,31.0,2,14,39.0,7.9,1
2,15.0,5,6,19.0,7.6,1
2,7.0,1,3,13.0,6.4,1
2,21.0,7,8,32.0,6.7,1
1,19.0,1,9,23.0,7.8,1
2,5.0,3,3,8.0,7.0,1
2,10.0,4,3,12.0,7.5,1
1,17.0,4,4,25.0,6.8,1
1,5.0,0,3,8.0,6.2,1
1,12.0,3,6,17.0,7.2,1
2,16.0,4,24,20.0,7.9,1
2,10.0,2,2,10.0,8.4,1
2,20.0,6,3,20.0,8.5,1
1,38.0,8,22,47.0,8.2,1
1,22.0,6,40,29.0,7.6,1
1,10.0,4,27,14.0,7.5,1
1,8.0,1,14,10.0,7.2,1
2,6.0,0,4,9.0,6.9,1
1,12.0,7,6,15.0,7.4,1
1,167.0,10,21,200.0,8.7,1
1,10.0,0,3,11.0,8.2,1
2,11.0,2,24,15.0,7.8,1
2,36.0,18,29,40.0,8.6,1
1,16.0,9,10,19.0,7.8,1
2,16.0,7,12,19.0,7.4,1
1,12.0,0,3,14.0,8.0,1
1,86.0,12,66,106.0,8.5,1
1,30.0,5,6,44.0,7.0,1
1,27.0,3,14,37.0,7.7,1
2,9.0,2,11,9.0,8.3,1
1,14.0,0,6,17.0,7.8,1
1,8.0,0,13,14.0,6.8,1
2,6.0,1,1,9.0,6.7,1
2,24.0,3,7,36.0,7.1,1
1,47.0,7,8,57.0,8.5,1
1,11.0,0,4,14.0,7.4,1
1,6.0,3,4,11.0,5.8,1
1,9.0,1,1,13.0,6.5,1
1,55.0,9,82,63.0,8.9,1
1,66.0,7,14,85.0,7.9,1
1,34.0,4,11,39.0,8.8,1
1,3.0,1,4,5.0,6.9,1
1,58.0,1,2,70.0,8.1,1
1,7.0,3,95,9.0,8.0,1
1,4.0,1,42,6.0,6.8,1
1,17.0,3,22,28.0,6.4,1
1,2.0,1,2,3.0,7.1,1
1,18.0,3,8,21.0,7.8,1
1,9.0,3,9,14.0,6.1,1
1,10.0,5,17,19.0,6.5,1
1,3.0,1,3,8.0,5.6,1
1,5.0,1,3,7.0,7.4,1
1,24.0,6,9,40.0,5.8,1
1,141.0,59,181,206.0,7.1,1
1,8.0,0,2,9.0,7.5,1
1,7.0,5,8,18.0,5.4,1
1,4.0,2,6,8.0,6.1,1
2,57.0,11,12,80.0,7.6,1
1,33.0,8,26,36.0,9.1,1
1,18.0,0,0,20.0,8.5,1
1,5.0,3,56,7.0,7.4,1
1,5.0,0,24,5.0,8.0,1
2,7.0,0,16,8.0,7.7,1
2,29.0,3,27,35.0,7.8,1
1,33.0,13,26,36.0,8.6,1
2,9.0,2,2,12.0,7.4,1
1,163.0,50,102,220.0,8.1,1
2,11.0,2,18,17.0,6.6,1
2,15.0,7,17,21.0,8.0,1
1,32.0,1,18,48.0,7.3,1
1,13.0,0,25,20.0,6.7,1
2,22.0,14,20,26.0,8.4,1
2,6.0,2,1,8.0,6.7,1
1,8.0,0,14,8.0,8.3,1
1,255.0,92,807,334.0,8.3,1
1,67.0,16,71,82.0,8.1,1
2,294.0,107,122,386.0,8.1,1
1,6.0,1,8,11.0,6.2,1
1,403.0,75,537,511.0,8.8,1
1,122.0,16,83,175.0,7.8,1
1,13.0,3,54,12.0,8.6,1
1,58.0,1,19,65.0,8.9,1
1,22.0,4,24,47.0,5.9,1
2,45.0,13,14,52.0,8.5,1
1,8.0,6,68,10.0,8.0,1
1,15.0,0,0,31.0,5.9,1
1,24.0,9,108,30.0,8.2,1
1,70.0,12,18,83.0,8.5,1
1,8.0,1,9,11.0,7.1,1
1,47.0,8,20,62.0,7.5,1
1,22.0,2,81,26.0,8.1,1
1,19.0,1,12,34.0,6.1,1
1,25.0,4,51,31.0,8.5,1
1,34.0,5,7,45.0,7.5,1
1,12.0,0,8,13.0,8.2,1
2,62.0,0,19,82.0,7.7,1
1,12.0,6,43,15.0,7.9,1
1,33.0,5,21,39.0,8.3,1
1,11.0,2,1,15.0,7.2,1
1,8.0,2,8,9.0,8.2,1
1,11.0,0,4,14.0,7.5,1
1,70.0,23,108,91.0,8.0,1
1,36.0,7,9,46.0,8.4,1
2,15.0,2,0,19.0,7.1,1
2,13.0,1,5,18.0,7.2,1
1,6.0,3,12,10.0,6.5,1
1,283.0,27,400,343.0,8.7,1
1,24.0,6,9,29.0,8.0,1
1,44.0,9,24,68.0,7.2,1
1,78.0,13,25,116.0,6.9,1
1,20.0,2,3,25.0,7.5,1
1,58.0,5,18,67.0,8.5,1
1,8.0,3,6,9.0,8.1,1
2,11.0,0,2,14.0,6.9,1
1,47.0,22,99,76.0,6.7,1
1,7.0,0,9,11.0,6.1,1
1,7.0,4,16,11.0,6.1,1
1,1.0,0,1,1.0,7.3,1
1,1.0,0,0,1.0,7.7,1
1,5.0,2,75,6.0,7.9,1
1,3.0,0,0,3.0,6.5,1
1,4.0,1,3,5.0,7.5,1
1,29.0,2,14,39.0,7.7,1
1,8.0,4,2,11.0,8.0,1
1,267.0,53,1448,315.0,8.9,1
1,66.0,21,115,84.0,8.1,1
2,8.0,1,43,15.0,5.6,1
2,49.0,21,47,73.0,7.0,1
1,0.0,0,0,0.0,8.3,1
2,24.0,10,12,34.0,7.3,1
2,8.0,2,0,13.0,6.8,1
1,4.0,1,8,5.0,6.9,1
1,13.0,3,43,18.0,7.6,1
1,0.0,0,0,0.0,6.6,1
1,80.0,10,77,93.0,8.9,1
1,62.0,9,12,83.0,7.7,1
1,11.0,0,2,15.0,7.7,1
1,45.0,12,7,58.0,7.7,1
1,10.0,1,6,10.0,8.4,1
1,17.0,3,3,22.0,7.6,1
1,4.0,5,6,9.0,6.0,1
1,132.0,25,1393,158.0,9.0,1
1,17.0,1,185,21.0,8.2,1
1,21.0,12,179,32.0,7.3,1
1,18.0,1,12,17.0,8.8,1
1,16.0,7,120,19.0,7.9,1
1,15.0,3,142,20.0,7.2,1
2,10.0,0,4,14.0,7.1,1
1,70.0,24,348,97.0,7.7,1
1,16.0,0,3,20.0,6.8,1
1,16.0,5,3,33.0,5.3,1
1,72.0,6,23,101.0,7.6,1
2,51.0,9,45,66.0,7.9,1
1,9.0,4,4,9.0,8.5,1
2,24.0,5,11,35.0,6.8,1
1,3.0,0,1,3.0,6.5,1
1,0.0,0,0,0.0,8.1,1
1,36.0,4,155,52.0,6.2,1
1,2.0,0,1,2.0,6.7,1
1,8.0,2,4,10.0,7.0,1
1,182.0,46,43,248.0,8.0,1
1,5.0,0,6,8.0,6.5,1
1,30.0,3,7,46.0,7.4,1
2,17.0,4,6,23.0,7.3,1
2,71.0,11,23,121.0,6.4,1
1,28.0,5,25,40.0,7.4,1
1,18.0,3,18,22.0,8.1,1
2,9.0,1,9,10.0,8.2,1
2,31.0,7,29,47.0,7.0,1
1,2.0,2,3,7.0,5.6,1
1,8.0,1,34,12.0,6.1,1
2,6.0,6,5,16.0,5.6,1
1,169.0,51,79,202.0,9.0,1
1,19.0,1,10,23.0,7.9,1
1,7.0,0,3,8.0,7.7,1
1,0.0,0,1,0.0,7.9,1
1,28.0,7,157,35.0,8.1,1
2,11.0,0,4,13.0,7.8,1
1,8.0,2,10,16.0,5.7,1
1,0.0,0,0,0.0,7.0,1
1,10.0,0,6,15.0,7.0,1
1,52.0,7,17,68.0,8.0,1
2,10.0,1,1,14.0,6.7,1
1,8.0,2,5,11.0,6.6,1
1,19.0,7,6,21.0,7.9,1
1,738.0,64,903,882.0,9.0,1
1,37.0,16,81,49.0,7.4,1
1,10.0,3,38,15.0,6.5,1
1,10.0,4,7,15.0,6.7,1
1,22.0,5,80,21.0,9.1,1
1,8.0,2,4,10.0,6.9,1
2,175.0,77,481,248.0,8.5,1
1,13.0,4,24,18.0,7.8,1
2,9.0,1,4,13.0,6.4,1
2,10.0,2,7,24.0,5.5,1
2,3.0,2,2,8.0,5.7,1
2,362.0,74,132,468.0,8.6,1
1,15.0,1,19,16.0,8.3,1
1,6.0,0,31,10.0,5.9,1
1,36.0,4,22,53.0,6.8,1
1,9.0,4,12,17.0,5.6,1
1,15.0,5,30,23.0,6.8,1
1,10.0,3,16,19.0,5.6,1
2,3.0,3,3,8.0,6.0,1
2,7.0,2,9,9.0,6.8,1
2,8.0,4,41,12.0,7.3,1
1,4.0,6,10,10.0,7.8,1
2,15.0,3,7,24.0,6.0,1
2,7.0,2,18,11.0,7.0,1
2,6.0,6,24,12.0,5.8,1
2,4.0,8,15,14.0,6.2,1
1,0.0,0,0,1.0,6.2,1
2,7.0,6,5,10.0,7.5,1
1,7.0,1,6,8.0,7.2,1
1,11.0,1,3,13.0,7.2,1
1,7.0,2,26,9.0,8.0,1
1,20.0,4,117,26.0,7.9,1
2,21.0,5,22,24.0,8.4,1
1,11.0,3,4,26.0,5.7,1
1,6.0,0,32,9.0,7.9,1
1,3.0,0,1,3.0,8.0,1
1,0.0,0,0,0.0,7.8,1
2,7.0,1,2,12.0,6.4,1
2,25.0,2,4,35.0,7.0,1
1,6.0,0,2,9.0,6.9,1
1,436.0,88,376,515.0,9.0,1
1,8.0,1,2,10.0,7.3,1
1,13.0,5,13,18.0,7.1,1
2,12.0,0,65,15.0,7.9,1
4,3.0,2,43,8.0,6.9,1
2,1.0,2,37,13.0,8.2,1
2,2.0,3,35,9.0,6.2,1
2,8.0,3,104,25.0,6.3,1
2,7.0,1,50,8.0,7.2,1
3,11.0,4,75,25.0,5.2,1
2,57.0,36,168,91.0,7.5,1
2,185.0,71,904,288.0,6.9,1
1,4.0,1,11,8.0,5.7,1
2,111.0,29,126,155.0,7.8,1
1,83.0,80,68,118.0,8.2,1
2,7.0,7,42,12.0,6.8,1
1,10.0,3,18,12.0,7.7,1
1,49.0,8,71,79.0,6.8,1
1,5.0,1,1,9.0,6.7,1
1,112.0,41,308,138.0,8.8,1
1,30.0,8,316,38.0,7.9,1
2,29.0,12,91,45.0,7.4,1
1,119.0,51,114,155.0,8.5,1
1,11.0,1,19,13.0,7.9,1
1,7.0,0,58,8.0,7.4,1
1,6.0,3,40,10.0,7.1,1
1,11.0,5,42,15.0,7.3,1
1,39.0,14,82,50.0,8.4,1
1,14.0,5,81,16.0,8.6,1
1,6.0,4,38,14.0,5.9,1
1,14.0,1,12,14.0,8.6,1
1,54.0,16,308,63.0,8.8,1
1,17.0,3,30,23.0,7.6,1
1,193.0,8,184,224.0,8.8,1
2,110.0,19,66,133.0,8.5,1
2,25.0,0,7,35.0,7.3,1
1,5.0,0,2,5.0,7.8,1
1,9.0,2,5,13.0,6.7,1
1,29.0,3,16,38.0,7.7,1
1,6.0,1,4,8.0,6.9,1
2,15.0,1,4,20.0,7.4,1
1,39.0,5,45,51.0,7.7,1
2,8.0,1,4,9.0,7.8,1
1,245.0,27,299,309.0,8.2,1
1,31.0,84,57,48.0,8.1,1
3,30.0,11,35,47.0,6.6,1
1,17.0,6,22,25.0,7.4,1
1,11.0,4,5,17.0,6.1,1
1,43.0,5,22,59.0,7.4,1
1,3.0,0,2,3.0,7.4,1
1,51.0,14,52,79.0,7.3,1
1,7.0,0,5,15.0,6.0,1
1,16.0,8,27,21.0,6.9,1
1,1.0,0,0,1.0,7.8,1
1,319.0,79,70,402.0,8.4,1
1,34.0,6,105,46.0,7.4,1
1,29.0,3,4,37.0,7.6,1
1,9.0,117,60,32.0,7.3,1
1,6.0,0,6,8.0,6.6,1
1,18.0,3,2,19.0,8.5,1
1,4.0,1,11,9.0,6.4,1
1,21.0,127,141,27.0,8.6,1
1,11.0,0,3,12.0,8.1,1
1,53.0,7,134,72.0,7.5,1
1,6.0,1,6,8.0,7.4,1
1,9.0,4,9,11.0,6.5,1
1,116.0,11,65,134.0,9.0,1
1,68.0,26,101,95.0,7.4,1
1,42.0,8,20,58.0,7.4,1
1,7.0,3,17,9.0,7.6,1
1,5.0,1,3,6.0,6.8,1
1,112.0,22,59,136.0,8.3,1
2,12.0,5,17,26.0,5.6,1
1,6.0,1,15,6.0,7.2,1
1,23.0,7,221,31.0,8.1,1
1,12.0,2,67,13.0,8.1,1
1,58.0,79,58,97.0,8.7,1
1,5.0,0,23,5.0,7.8,1
1,4.0,0,10,4.0,8.0,1
1,15.0,0,78,15.0,8.6,1
1,7.0,3,35,15.0,6.0,1
1,3.0,8,32,10.0,5.4,1
1,56.0,77,87,91.0,7.4,1
1,11.0,1,59,14.0,7.1,1
1,13.0,5,162,27.0,6.0,1
1,20.0,5,46,28.0,7.9,1
1,1.0,0,0,1.0,8.1,1
1,49.0,4,70,69.0,7.2,1
1,2.0,0,3,2.0,8.0,1
1,10.0,4,5,12.0,7.3,1
1,391.0,185,294,541.0,7.8,1
1,5.0,2,7,8.0,6.1,1
2,31.0,7,7,40.0,7.8,1
1,8.0,1,7,10.0,7.2,1
1,7.0,0,1,8.0,7.6,1
2,20.0,3,6,31.0,6.1,1
1,12.0,3,24,20.0,5.8,1
2,264.0,83,342,423.0,7.0,1
1,7.0,3,8,10.0,6.5,1
1,259.0,33,335,348.0,7.9,1
2,49.0,25,160,94.0,5.8,1
1,9.0,0,5,8.0,7.9,1
1,0.0,0,2,0.0,6.3,1
1,6.0,3,11,9.0,7.1,1
1,0.0,0,5,0.0,6.3,1
1,212.0,69,180,283.0,8.4,1
1,88.0,29,510,113.0,9.0,1
3,193.0,65,648,267.0,8.2,1
1,76.0,18,173,90.0,8.4,1
2,58.0,36,94,100.0,7.5,1
1,18.0,3,157,29.0,6.4,1
2,6.0,0,12,8.0,6.9,1
2,153.0,60,298,235.0,7.4,1
1,16.0,8,11,19.0,8.2,1
1,43.0,39,90,77.0,6.2,1
1,12.0,4,31,16.0,8.0,1
2,21.0,14,76,31.0,8.5,1
1,6.0,1,3,8.0,6.6,1
1,0.0,0,0,0.0,7.9,1
2,1888.0,204,5341,2145.0,9.3,1
1,239.0,39,934,290.0,8.7,1
1,1134.0,69,2284,1294.0,9.1,1
2,98.0,34,338,125.0,9.0,1
1,198.0,16,332,231.0,8.8,1
1,18.0,6,140,24.0,7.8,1
3,40.0,4,151,50.0,8.2,1
1,79.0,20,84,108.0,8.3,1
2,104.0,18,187,134.0,8.2,1
1,66.0,3,163,73.0,9.2,1
1,131.0,57,205,194.0,7.6,1
1,11.0,1,9,13.0,8.2,1
1,24.0,0,34,25.0,8.9,1
2,20.0,8,72,39.0,6.4,1
1,13.0,4,21,18.0,7.3,1
1,22.0,1,38,29.0,7.7,1
1,7.0,2,8,10.0,7.4,1
1,25.0,2,15,31.0,8.2,1
1,0.0,0,7,0.0,7.8,1
1,30.0,2,23,34.0,8.3,1
1,6.0,1,10,12.0,5.7,1
1,50.0,9,65,65.0,7.9,1
1,48.0,16,27,72.0,7.3,1
1,98.0,60,272,180.0,6.5,1
2,6.0,1,7,10.0,6.7,1
1,5.0,0,8,5.0,7.7,1
2,11.0,3,27,15.0,7.0,1
1,14.0,1,13,17.0,7.6,1
1,41.0,4,70,53.0,7.8,1
1,5.0,6,11,11.0,6.6,1
2,55.0,27,97,79.0,7.1,1
1,10.0,4,0,13.0,7.9,1
1,425.0,43,906,506.0,8.8,1
1,90.0,19,342,117.0,8.3,1
1,12.0,10,10,22.0,6.8,1
1,17.0,5,74,19.0,8.5,1
1,51.0,12,30,73.0,7.7,1
1,9.0,2,77,12.0,7.1,1
1,2.0,0,3,2.0,7.4,1
1,7.0,1,4,8.0,8.0,1
1,14.0,2,13,16.0,7.9,1
1,60.0,18,45,82.0,7.5,1
1,113.0,106,70,166.0,8.6,1
1,9.0,1,11,11.0,6.9,1
2,35.0,39,58,71.0,6.4,1
1,11.0,5,22,21.0,6.1,1
1,128.0,25,177,180.0,7.3,1
1,10.0,2,9,18.0,6.2,1
1,1.0,0,6,2.0,7.0,1
1,8.0,4,26,20.0,5.6,1
2,130.0,25,30,184.0,7.5,1
1,20.0,11,28,46.0,5.9,1
1,6.0,1,20,9.0,7.1,1
2,157.0,65,139,240.0,7.5,1
1,20.0,18,15,33.0,7.2,1
1,4.0,0,11,6.0,7.1,1
2,14.0,3,17,20.0,6.9,1
1,123.0,28,1269,142.0,9.2,1
1,39.0,9,90,48.0,8.1,1
2,4.0,4,27,12.0,7.3,1
1,9.0,1,14,9.0,8.2,1
1,10.0,4,6,14.0,7.2,1
1,9.0,1,31,10.0,7.8,1
1,8.0,5,28,15.0,6.3,1
1,32.0,20,7,42.0,8.2,1
2,285.0,85,143,385.0,8.2,1
1,72.0,9,79,89.0,8.3,1
1,55.0,15,47,77.0,7.7,1
1,10.0,5,12,20.0,5.8,1
1,4.0,2,6,9.0,6.6,1
1,18.0,5,95,21.0,7.7,1
1,13.0,6,15,22.0,6.3,1
1,13.0,1,3,17.0,6.8,1
1,7.0,1,9,9.0,7.2,1
2,41.0,17,17,56.0,7.9,1
1,30.0,3,89,42.0,7.1,1
2,5.0,4,24,16.0,5.1,1
1,12.0,1,40,15.0,7.9,1
2,7.0,2,12,10.0,8.3,1
1,10.0,0,5,11.0,7.7,1
1,132.0,14,148,163.0,8.7,1
1,7.0,2,4,9.0,7.5,1
1,6.0,1,1,9.0,6.5,1
1,1.0,0,1,2.0,6.5,1
3,1245.0,330,843,1598.0,8.3,1
1,268.0,33,369,332.0,8.4,1
1,104.0,9,119,138.0,7.6,1
1,117.0,14,95,151.0,8.2,1
2,18.0,3,14,31.0,6.5,1
2,4.0,2,4,8.0,5.7,1
2,1335.0,596,2785,1992.0,7.6,1
1,8.0,1,46,17.0,5.7,1
3,43.0,7,164,58.0,7.5,1
1,25.0,14,69,36.0,6.9,1
2,118.0,57,132,180.0,7.5,1
2,96.0,47,193,153.0,7.0,1
2,27.0,19,54,43.0,6.7,1
1,12.0,2,43,13.0,7.7,1
2,16.0,23,20,38.0,6.0,1
2,82.0,17,185,94.0,8.8,1
2,48.0,20,26,81.0,7.6,1
2,21.0,15,53,37.0,6.5,1
2,93.0,25,27,136.0,7.6,1
1,46.0,9,8,64.0,7.6,1
2,25.0,5,2,31.0,8.3,1
2,4.0,3,1,11.0,5.8,1
2,14.0,1,8,17.0,7.8,1
2,17.0,6,5,28.0,6.5,1
1,9.0,4,54,22.0,6.1,1
1,8.0,2,17,11.0,7.1,1
2,77.0,48,124,131.0,6.9,1
2,10.0,9,13,19.0,6.5,1
1,6.0,3,9,14.0,5.7,1
2,47.0,12,4,67.0,6.9,1
1,53.0,11,54,84.0,6.6,1
1,41.0,9,36,50.0,8.0,1
2,13.0,2,7,17.0,7.2,1
1,7.0,1,2,10.0,6.4,1
2,19.0,16,31,44.0,5.4,1
1,5.0,2,2,7.0,7.2,1
1,62.0,41,60,92.0,8.0,1
1,1156.0,381,623,1338.0,9.4,1
1,272.0,30,244,397.0,7.7,1
1,11.0,1,20,15.0,8.1,1
2,59.0,17,37,89.0,7.3,1
1,305.0,82,147,381.0,8.5,1
1,112.0,37,67,210.0,5.9,1
1,52.0,8,31,68.0,8.0,1
2,217.0,81,214,318.0,7.3,1
1,72.0,14,39,85.0,8.5,1
2,18.0,12,4,25.0,8.2,1
1,55.0,10,34,79.0,6.9,1
1,17.0,0,24,19.0,8.1,1
1,26.0,15,11,42.0,6.7,1
2,155.0,48,96,214.0,7.9,1
1,39.0,14,25,67.0,6.5,1
1,6.0,0,6,9.0,7.0,1
2,28.0,6,19,44.0,6.6,1
1,5.0,2,10,6.0,6.8,1
1,16.0,4,6,19.0,7.6,1
1,7.0,4,5,11.0,6.2,1
2,7.0,1,19,13.0,5.9,1
1,278.0,23,165,353.0,8.1,1
1,8.0,0,2,8.0,8.2,1
1,149.0,225,146,274.0,7.5,1
2,31.0,8,21,38.0,7.4,1
1,8.0,3,4,8.0,7.6,1
2,36.0,10,10,51.0,6.8,1
1,42.0,2,18,73.0,6.4,1
1,6.0,2,3,8.0,6.6,1
1,150.0,11,275,197.0,8.1,1
1,84.0,8,30,105.0,8.7,1
1,28.0,1,14,48.0,6.6,1
1,9.0,0,14,11.0,7.1,1
2,30.0,11,12,46.0,6.7,1
1,9.0,0,5,10.0,7.9,1
1,4.0,1,11,4.0,7.7,1
1,7.0,3,24,8.0,8.1,1
1,15.0,3,10,20.0,8.3,1
2,12.0,2,4,16.0,7.5,1
1,8.0,0,0,9.0,7.2,1
2,32.0,9,11,46.0,7.1,1
1,1053.0,170,1870,1282.0,9.0,1
1,134.0,13,299,156.0,8.9,1
1,43.0,11,71,66.0,7.2,1
1,4.0,0,11,4.0,8.0,1
1,2285.0,239,10786,2678.0,9.3,1
1,912.0,77,6009,1043.0,9.3,1
1,1801.0,264,9847,2314.0,8.4,1
1,225.0,24,1482,284.0,8.7,1
1,370.0,58,2489,464.0,8.6,1
1,572.0,126,3090,767.0,8.7,1
1,158.0,22,1050,194.0,9.1,1
1,196.0,50,1720,294.0,7.7,1
2,1307.0,480,7373,2196.0,6.7,1
1,9.0,1,12,10.0,8.3,1
1,24.0,12,274,48.0,5.8,1
1,18.0,5,37,21.0,8.3,1
3,6.0,2,3,8.0,7.5,1
2,1070.0,471,1218,1670.0,7.7,1
1,371.0,56,2355,411.0,9.4,1
1,757.0,277,3749,1080.0,8.1,1
2,752.0,143,643,974.0,8.4,1
3,1861.0,468,2751,2472.0,8.6,1
1,198.0,20,196,267.0,8.1,1
2,156.0,84,553,231.0,8.2,1
1,237.0,71,154,280.0,8.9,1
1,98.0,12,269,111.0,8.8,1
2,138.0,43,467,197.0,8.4,1
1,85.0,6,263,100.0,8.6,1
3,173.0,46,946,244.0,8.0,1
1,6.0,2,19,8.0,7.8,1
1,8.0,0,5,9.0,7.7,1
4,11.0,0,45,11.0,8.4,1
2,10.0,5,33,13.0,7.4,1
1,24.0,5,32,30.0,8.3,1
1,56.0,31,43,83.0,7.5,1
1,21.0,4,17,39.0,5.7,1
2,50.0,17,74,70.0,6.9,1
1,79.0,28,24,97.0,8.4,1
1,1169.0,142,5726,1400.0,9.0,1
